ID	Cluster	Class	Gene
227__ermC__NG_047807.1__8	593	MACROLIDE	ermC
227__ermC__NG_047813.1__13	593	MACROLIDE	ermC
310__ermG__NG_047829.1__1	594	MACROLIDE	ermG
310__ermG__NG_047828.1__2	594	MACROLIDE	ermG
310__ermG__NG_047827.1__3	594	MACROLIDE	ermG
469__ermY__NG_047855.1__1	595	MACROLIDE	ermY
93__erm35__NG_047778.1__1	596	MACROLIDE	erm35
32__erm44__NG_047787.1__1	597	MACROLIDE	erm44
281__erm43__NG_047786.1__1	598	MACROLIDE	erm43
667__ermA__NG_047789.1__1	599	MACROLIDE	ermA
667__ermA__NG_047791.1__2	599	MACROLIDE	ermA
260__blaIND__NG_051689.1__1	600	BETA-LACTAM	blaIND
409__blaOXA__NG_049483.1__63	601	BETA-LACTAM	blaOXA
184__blaM__NG_047526.1__1	602	BETA-LACTAM	blaM
418__blaCBP__NG_048756.1__1	603	BETA-LACTAM	blaCBP
625__blaPER__NG_049965.1__4	604	BETA-LACTAM	blaPER
79__blaHMB__NG_050588.1__1	605	BETA-LACTAM	blaHMB
79__blaHMB__NG_052225.1__2	605	BETA-LACTAM	blaHMB
472__ermO__NG_047833.1__2	606	MACROLIDE	ermO
474__blaCKO__NG_048763.1__1	607	BETA-LACTAM	blaCKO
474__blaCKO__NG_049290.1__2	607	BETA-LACTAM	blaCKO
474__blaCKO__NG_049291.1__3	607	BETA-LACTAM	blaCKO
4__cat-TC__NG_047562.1__1	608	PHENICOL	catA9
637__catA__NG_047564.1__5	608	PHENICOL	catA9
637__catA__NG_047576.1__11	608	PHENICOL	catA9
637__catA__NG_047580.1__14	608	PHENICOL	catA9
637__catA__NG_047577.1__16	608	PHENICOL	catA9
242__blaB1PEDO__NG_049959.1__1	609	BETA-LACTAM	blaB1PEDO
478__vanR__NG_048405.1__7	610	GLYCOPEPTIDE	vanR
478__vanR__NG_048411.1__9	610	GLYCOPEPTIDE	vanR
611__aph3-IIc__NG_047426.1__1	611	AMINOGLYCOSIDE	aph3-IIc
478__vanR__NG_048424.1__26	612	GLYCOPEPTIDE	vanR
565__vanY-M__NG_048529.1__1	613	GLYCOPEPTIDE	vanY-M
222__cfiA__NG_047630.1__1	614	BETA-LACTAM	cfiA
222__cfiA__NG_050388.1__2	614	BETA-LACTAM	cfiA
222__cfiA__NG_050389.1__3	614	BETA-LACTAM	cfiA
222__cfiA__NG_050390.1__4	614	BETA-LACTAM	cfiA
222__cfiA__NG_050391.1__5	614	BETA-LACTAM	cfiA
222__cfiA__NG_050392.1__6	614	BETA-LACTAM	cfiA
222__cfiA__NG_050393.1__7	614	BETA-LACTAM	cfiA
222__cfiA__NG_050394.1__8	614	BETA-LACTAM	cfiA
409__blaOXA__NG_049450.1__409	615	BETA-LACTAM	blaOXA
409__blaOXA__NG_049451.1__410	615	BETA-LACTAM	blaOXA
409__blaOXA__NG_049802.1__411	615	BETA-LACTAM	blaOXA
409__blaOXA__NG_049595.1__440	616	BETA-LACTAM	blaOXA
472__ermO__NG_047834.1__1	617	MACROLIDE	ermO
522__blaB__NG_048691.1__2	618	BETA-LACTAM	blaB
478__vanR__NG_048421.1__17	619	GLYCOPEPTIDE	vanR
409__blaOXA__NG_049586.1__391	620	BETA-LACTAM	blaOXA
478__vanR__NG_048408.1__3	621	GLYCOPEPTIDE	vanR
478__vanR__NG_048419.1__4	621	GLYCOPEPTIDE	vanR
478__vanR__NG_048420.1__5	621	GLYCOPEPTIDE	vanR
478__vanR__NG_048418.1__10	622	GLYCOPEPTIDE	vanR
478__vanR__NG_048402.1__1	623	GLYCOPEPTIDE	vanR
478__vanR__NG_048399.1__11	623	GLYCOPEPTIDE	vanR
478__vanR__NG_048415.1__23	623	GLYCOPEPTIDE	vanR
478__vanR__NG_048404.1__21	624	GLYCOPEPTIDE	vanR
478__vanR__NG_048413.1__24	625	GLYCOPEPTIDE	vanR
478__vanR__NG_048414.1__25	626	GLYCOPEPTIDE	vanR
566__aph2-Ih__NG_047408.1__1	627	AMINOGLYCOSIDE	aph2-Ih
478__vanR__NG_048423.1__19	628	GLYCOPEPTIDE	vanR
220__blaLUT__NG_049284.1__1	629	BETA-LACTAM	blaLUT
220__blaLUT__NG_049285.1__2	629	BETA-LACTAM	blaLUT
220__blaLUT__NG_049286.1__3	629	BETA-LACTAM	blaLUT
220__blaLUT__NG_049287.1__4	629	BETA-LACTAM	blaLUT
220__blaLUT__NG_049288.1__5	629	BETA-LACTAM	blaLUT
220__blaLUT__NG_049289.1__6	629	BETA-LACTAM	blaLUT
478__vanR__NG_048407.1__8	630	GLYCOPEPTIDE	vanR
370__blaSED__NG_049979.1__2	631	BETA-LACTAM	blaSED
677__blaL1__NG_047504.1__3	632	BETA-LACTAM	blaL1
110__blaBIC__NG_048708.1__1	633	BETA-LACTAM	blaBIC
65__blaERP__NG_049087.1__1	634	BETA-LACTAM	blaERP
124__blaIMI__NG_049170.1__6	635	BETA-LACTAM	blaIMI
154__blaCIA__NG_048760.1__1	636	BETA-LACTAM	blaCIA
154__blaCIA__NG_048761.1__2	636	BETA-LACTAM	blaCIA
154__blaCIA__NG_048762.1__3	636	BETA-LACTAM	blaCIA
154__blaCIA__NG_048759.1__4	636	BETA-LACTAM	blaCIA
260__blaIND__NG_049226.1__4	637	BETA-LACTAM	blaIND
260__blaIND__NG_049227.1__5	637	BETA-LACTAM	blaIND
260__blaIND__NG_049229.1__7	637	BETA-LACTAM	blaIND
260__blaIND__NG_049230.1__8	637	BETA-LACTAM	blaIND
260__blaIND__NG_049231.1__9	637	BETA-LACTAM	blaIND
433__blaCTX-M__NG_049026.1__9	638	BETA-LACTAM	blaCTX-M
433__blaCTX-M__NG_049027.1__145	638	BETA-LACTAM	blaCTX-M
510__erm40__NG_047783.1__1	639	MACROLIDE	erm40
478__vanR__NG_048400.1__12	640	GLYCOPEPTIDE	vanR
478__vanR__NG_048401.1__13	640	GLYCOPEPTIDE	vanR
478__vanR__NG_048412.1__16	640	GLYCOPEPTIDE	vanR
478__vanR__NG_048422.1__18	640	GLYCOPEPTIDE	vanR
202__blaHER__NG_049157.1__1	641	BETA-LACTAM	blaHER
202__blaHER__NG_049158.1__2	641	BETA-LACTAM	blaHER
202__blaHER__NG_049159.1__3	641	BETA-LACTAM	blaHER
202__blaHER__NG_049160.1__4	641	BETA-LACTAM	blaHER
202__blaHER__NG_049161.1__5	641	BETA-LACTAM	blaHER
202__blaHER__NG_049162.1__6	641	BETA-LACTAM	blaHER
202__blaHER__NG_049163.1__7	641	BETA-LACTAM	blaHER
509__blaGOB__NG_049152.1__10	642	BETA-LACTAM	blaGOB
509__blaGOB__NG_049153.1__11	642	BETA-LACTAM	blaGOB
677__blaL1__NG_047503.1__2	643	BETA-LACTAM	blaL1
664__vanX-E__NG_048494.1__1	644	GLYCOPEPTIDE	vanX-E
313__blaCAU__NG_048755.1__1	645	BETA-LACTAM	blaCAU
313__blaCAU__NG_049292.1__2	645	BETA-LACTAM	blaCAU
677__blaL1__NG_047507.1__6	646	BETA-LACTAM	blaL1
677__blaL1__NG_047508.1__7	646	BETA-LACTAM	blaL1
677__blaL1__NG_047513.1__12	646	BETA-LACTAM	blaL1
677__blaL1__NG_047511.1__10	647	BETA-LACTAM	blaL1
677__blaL1__NG_047512.1__11	647	BETA-LACTAM	blaL1
677__blaL1__NG_047515.1__14	647	BETA-LACTAM	blaL1
677__blaL1__NG_047516.1__15	647	BETA-LACTAM	blaL1
616__qnrC__NG_048054.1__1	648	QUINOLONE	qnrC
441__blaEBR__NG_049078.1__1	649	BETA-LACTAM	blaEBR
445__blaGES__NG_049126.1__28	650	BETA-LACTAM	blaGES
463__cat86__NG_047563.1__1	651	PHENICOL	cat86
478__vanR__NG_048417.1__2	652	GLYCOPEPTIDE	vanR
478__vanR__NG_048403.1__6	652	GLYCOPEPTIDE	vanR
478__vanR__NG_048406.1__14	652	GLYCOPEPTIDE	vanR
478__vanR__NG_048410.1__20	652	GLYCOPEPTIDE	vanR
637__catA__NG_047581.1__17	653	PHENICOL	catA
40__catA1__NG_047587.1__1	654	PHENICOL	catA1
40__catA1__NG_047583.1__2	654	PHENICOL	catA1
40__catA1__NG_051704.1__3	654	PHENICOL	catA1
40__catA1__NG_047582.1__4	654	PHENICOL	catA1
40__catA1__NG_047584.1__5	654	PHENICOL	catA1
40__catA1__NG_047586.1__6	654	PHENICOL	catA1
40__catA1__NG_047585.1__7	654	PHENICOL	catA1
149__npmA__NG_048018.1__1	655	AMINOGLYCOSIDE	npmA
427__catA16__NG_047590.1__1	656	PHENICOL	catA16
427__catA16__NG_047591.1__2	656	PHENICOL	catA16
535__blaLAP__NG_049263.1__1	657	BETA-LACTAM	blaLAP
535__blaLAP__NG_049264.1__2	657	BETA-LACTAM	blaLAP
618__qnrAS__NG_048053.1__1	658	QUINOLONE	qnrAS
648__qnrS__NG_050546.1__2	659	QUINOLONE	qnrS
648__qnrS__NG_050548.1__3	659	QUINOLONE	qnrS
648__qnrS__NG_048055.1__4	659	QUINOLONE	qnrS
648__qnrS__NG_050549.1__5	659	QUINOLONE	qnrS
648__qnrS__NG_050550.1__6	659	QUINOLONE	qnrS
648__qnrS__NG_050545.1__8	659	QUINOLONE	qnrS
648__qnrS__NG_050543.1__9	659	QUINOLONE	qnrS
694__qnrVC__NG_050553.1__1	660	QUINOLONE	qnrVC
694__qnrVC__NG_050556.1__3	660	QUINOLONE	qnrVC
694__qnrVC__NG_050554.1__5	660	QUINOLONE	qnrVC
694__qnrVC__NG_050551.1__2	661	QUINOLONE	qnrVC
694__qnrVC__NG_050552.1__4	661	QUINOLONE	qnrVC
694__qnrVC__NG_050555.1__6	661	QUINOLONE	qnrVC
705__qnrA__NG_050463.1__1	662	QUINOLONE	qnrA
705__qnrA__NG_050462.1__2	662	QUINOLONE	qnrA
705__qnrA__NG_050467.1__3	662	QUINOLONE	qnrA
705__qnrA__NG_050464.1__4	662	QUINOLONE	qnrA
705__qnrA__NG_050465.1__5	662	QUINOLONE	qnrA
705__qnrA__NG_050466.1__6	662	QUINOLONE	qnrA
705__qnrA__NG_050468.1__7	662	QUINOLONE	qnrA
637__catA__NG_047569.1__4	663	PHENICOL	catA
144__dfrA1__NG_052351.1__1	664	TRIMETHOPRIM	dfrA1/A5/A28
144__dfrA1__NG_047685.1__2	664	TRIMETHOPRIM	dfrA1/A5/A28
144__dfrA1__NG_047683.1__3	664	TRIMETHOPRIM	dfrA1/A5/A28
144__dfrA1__NG_047676.1__4	664	TRIMETHOPRIM	dfrA1/A5/A28
144__dfrA1__NG_047677.1__5	664	TRIMETHOPRIM	dfrA1/A5/A28
144__dfrA1__NG_047679.1__6	664	TRIMETHOPRIM	dfrA1/A5/A28
144__dfrA1__NG_047681.1__7	664	TRIMETHOPRIM	dfrA1/A5/A28
144__dfrA1__NG_052135.1__8	664	TRIMETHOPRIM	dfrA1/A5/A28
144__dfrA1__NG_052370.1__9	664	TRIMETHOPRIM	dfrA1/A5/A28
144__dfrA1__NG_052492.1__10	664	TRIMETHOPRIM	dfrA1/A5/A28
144__dfrA1__NG_052522.1__11	664	TRIMETHOPRIM	dfrA1/A5/A28
144__dfrA1__NG_052353.1__12	664	TRIMETHOPRIM	dfrA1/A5/A28
144__dfrA1__NG_047678.1__13	664	TRIMETHOPRIM	dfrA1/A5/A28
144__dfrA1__NG_047684.1__14	664	TRIMETHOPRIM	dfrA1/A5/A28
144__dfrA1__NG_047680.1__15	664	TRIMETHOPRIM	dfrA1/A5/A28
144__dfrA1__NG_047682.1__16	664	TRIMETHOPRIM	dfrA1/A5/A28
147__dfrA5__NG_047733.1__4	664	TRIMETHOPRIM	dfrA1/A5/A28
581__dfrA28__NG_047725.1__1	664	TRIMETHOPRIM	dfrA1/A5/A28
181__blaCARB__NG_048745.1__27	665	BETA-LACTAM	blaCARB
471__vatH__NG_048551.1__1	666	STREPTOGRAMIN	vatH
637__catA__NG_047573.1__18	667	PHENICOL	catA
260__blaIND__NG_049225.1__3	668	BETA-LACTAM	blaIND
260__blaIND__NG_049237.1__15	668	BETA-LACTAM	blaIND
573__blaFEZ__NG_049090.1__1	669	BETA-LACTAM	blaFEZ
76__kamB__NG_050562.1__1	670	AMINOGLYCOSIDE	kamB
76__kamB__NG_050561.1__2	671	AMINOGLYCOSIDE	kamB
426__catA15__NG_047589.1__1	672	PHENICOL	catA15
637__catA__NG_047578.1__1	673	PHENICOL	catA
637__catA__NG_047579.1__2	673	PHENICOL	catA
637__catA__NG_047574.1__3	673	PHENICOL	catA
637__catA__NG_047571.1__9	673	PHENICOL	catA
637__catA__NG_047570.1__12	673	PHENICOL	catA
637__catA__NG_047565.1__6	674	PHENICOL	catA
637__catA__NG_047566.1__7	674	PHENICOL	catA
637__catA__NG_047567.1__8	674	PHENICOL	catA
637__catA__NG_047575.1__10	674	PHENICOL	catA
637__catA__NG_047572.1__13	674	PHENICOL	catA
637__catA__NG_047568.1__15	674	PHENICOL	catA
704__qnrB__NG_050471.1__12	675	QUINOLONE	qnrB
704__qnrB__NG_050499.1__27	675	QUINOLONE	qnrB
704__qnrB__NG_050528.1__41	675	QUINOLONE	qnrB
704__qnrB__NG_050532.1__43	675	QUINOLONE	qnrB
704__qnrB__NG_050472.1__53	675	QUINOLONE	qnrB
704__qnrB__NG_050483.1__54	675	QUINOLONE	qnrB
704__qnrB__NG_050496.1__55	675	QUINOLONE	qnrB
704__qnrB__NG_050502.1__62	675	QUINOLONE	qnrB
704__qnrB__NG_050518.1__75	675	QUINOLONE	qnrB
368__vatE__NG_048542.1__1	676	STREPTOGRAMIN	vatE
368__vatE__NG_048543.1__2	676	STREPTOGRAMIN	vatE
368__vatE__NG_048544.1__3	676	STREPTOGRAMIN	vatE
368__vatE__NG_048545.1__4	676	STREPTOGRAMIN	vatE
368__vatE__NG_048546.1__5	676	STREPTOGRAMIN	vatE
368__vatE__NG_048547.1__6	676	STREPTOGRAMIN	vatE
368__vatE__NG_048548.1__7	676	STREPTOGRAMIN	vatE
368__vatE__NG_048549.1__8	676	STREPTOGRAMIN	vatE
540__fusF__NG_047904.1__1	677	FUSIDIC	fusF
540__fusF__NG_047903.1__2	678	FUSIDIC	fusF
704__qnrB__NG_050503.1__4	679	QUINOLONE	qnrB
704__qnrB__NG_050525.1__5	679	QUINOLONE	qnrB
704__qnrB__NG_050530.1__6	679	QUINOLONE	qnrB
704__qnrB__NG_050531.1__7	679	QUINOLONE	qnrB
704__qnrB__NG_050534.1__8	679	QUINOLONE	qnrB
704__qnrB__NG_050535.1__9	679	QUINOLONE	qnrB
704__qnrB__NG_050470.1__11	679	QUINOLONE	qnrB
704__qnrB__NG_050476.1__16	679	QUINOLONE	qnrB
704__qnrB__NG_050498.1__26	679	QUINOLONE	qnrB
704__qnrB__NG_050510.1__29	679	QUINOLONE	qnrB
704__qnrB__NG_050514.1__32	679	QUINOLONE	qnrB
704__qnrB__NG_050519.1__34	679	QUINOLONE	qnrB
704__qnrB__NG_050522.1__37	679	QUINOLONE	qnrB
704__qnrB__NG_050526.1__39	679	QUINOLONE	qnrB
704__qnrB__NG_050529.1__42	679	QUINOLONE	qnrB
704__qnrB__NG_050540.1__45	679	QUINOLONE	qnrB
704__qnrB__NG_051321.1__47	679	QUINOLONE	qnrB
704__qnrB__NG_051322.1__48	679	QUINOLONE	qnrB
704__qnrB__NG_051323.1__49	679	QUINOLONE	qnrB
704__qnrB__NG_050480.1__51	679	QUINOLONE	qnrB
704__qnrB__NG_050536.1__52	679	QUINOLONE	qnrB
704__qnrB__NG_050533.1__57	679	QUINOLONE	qnrB
704__qnrB__NG_050479.1__58	679	QUINOLONE	qnrB
704__qnrB__NG_050538.1__63	679	QUINOLONE	qnrB
704__qnrB__NG_050505.1__70	679	QUINOLONE	qnrB
704__qnrB__NG_050515.1__73	679	QUINOLONE	qnrB
704__qnrB__NG_050513.1__76	679	QUINOLONE	qnrB
704__qnrB__NG_050486.1__21	680	QUINOLONE	qnrB
704__qnrB__NG_050497.1__25	680	QUINOLONE	qnrB
704__qnrB__NG_050500.1__28	680	QUINOLONE	qnrB
704__qnrB__NG_050524.1__38	680	QUINOLONE	qnrB
704__qnrB__NG_050539.1__44	680	QUINOLONE	qnrB
704__qnrB__NG_050482.1__60	680	QUINOLONE	qnrB
704__qnrB__NG_050492.1__2	681	QUINOLONE	qnrB
704__qnrB__NG_050473.1__13	681	QUINOLONE	qnrB
704__qnrB__NG_050474.1__14	681	QUINOLONE	qnrB
704__qnrB__NG_050475.1__15	681	QUINOLONE	qnrB
704__qnrB__NG_050477.1__17	681	QUINOLONE	qnrB
704__qnrB__NG_050478.1__18	681	QUINOLONE	qnrB
704__qnrB__NG_050484.1__19	681	QUINOLONE	qnrB
704__qnrB__NG_050485.1__20	681	QUINOLONE	qnrB
704__qnrB__NG_050490.1__23	681	QUINOLONE	qnrB
704__qnrB__NG_050494.1__24	681	QUINOLONE	qnrB
704__qnrB__NG_050511.1__30	681	QUINOLONE	qnrB
704__qnrB__NG_050512.1__31	681	QUINOLONE	qnrB
704__qnrB__NG_050517.1__33	681	QUINOLONE	qnrB
704__qnrB__NG_050520.1__35	681	QUINOLONE	qnrB
704__qnrB__NG_050521.1__36	681	QUINOLONE	qnrB
704__qnrB__NG_050527.1__40	681	QUINOLONE	qnrB
704__qnrB__NG_051320.1__46	681	QUINOLONE	qnrB
704__qnrB__NG_050504.1__50	681	QUINOLONE	qnrB
704__qnrB__NG_050481.1__59	681	QUINOLONE	qnrB
704__qnrB__NG_050491.1__61	681	QUINOLONE	qnrB
704__qnrB__NG_050506.1__64	681	QUINOLONE	qnrB
704__qnrB__NG_050507.1__65	681	QUINOLONE	qnrB
704__qnrB__NG_050508.1__66	681	QUINOLONE	qnrB
704__qnrB__NG_050509.1__67	681	QUINOLONE	qnrB
704__qnrB__NG_050469.1__68	681	QUINOLONE	qnrB
704__qnrB__NG_050523.1__72	681	QUINOLONE	qnrB
704__qnrB__NG_050487.1__74	681	QUINOLONE	qnrB
704__qnrB__NG_050501.1__56	682	QUINOLONE	qnrB
706__qnrD__NG_050541.1__1	683	QUINOLONE	qnrD
706__qnrD__NG_050542.1__2	683	QUINOLONE	qnrD
188__blaSMB__NG_050133.1__1	684	BETA-LACTAM	blaSMB
38__catA2__NG_047595.1__1	685	PHENICOL	catA2
38__catA2__NG_047592.1__3	685	PHENICOL	catA2
38__catA2__NG_047596.1__5	685	PHENICOL	catA2
38__catA2__NG_047594.1__2	686	PHENICOL	catA2
38__catA2__NG_047593.1__4	686	PHENICOL	catA2
39__catA3__NG_047597.1__1	687	PHENICOL	catA3
541__fusD__NG_050585.1__1	688	FUSIDIC	fusD
542__fusB__NG_047900.1__1	689	FUSIDIC	fusB
542__fusB__NG_047902.1__2	689	FUSIDIC	fusB
542__fusB__NG_047901.1__3	689	FUSIDIC	fusB
409__blaOXA__NG_049730.1__462	690	BETA-LACTAM	blaOXA
160__vatC__NG_048539.1__1	691	STREPTOGRAMIN	vatC
260__blaIND__NG_049224.1__2	692	BETA-LACTAM	blaIND
260__blaIND__NG_049236.1__14	692	BETA-LACTAM	blaIND
303__fusC__NG_050413.1__1	693	FUSIDIC	fusC
683__blaKHM__NG_049240.1__1	694	BETA-LACTAM	blaKHM
61__aac2-Id__NG_047230.1__1	695	AMINOGLYCOSIDE	aac2-Id
206__catB6__NG_047613.1__1	696	PHENICOL	catB6
208__catB3__NG_047604.1__1	697	PHENICOL	catB3
208__catB3__NG_047606.1__2	697	PHENICOL	catB3
208__catB3__NG_052180.1__3	697	PHENICOL	catB3
208__catB3__NG_047608.1__4	697	PHENICOL	catB3
208__catB3__NG_052381.1__5	697	PHENICOL	catB3
208__catB3__NG_047609.1__6	697	PHENICOL	catB3
208__catB3__NG_047610.1__7	697	PHENICOL	catB3
208__catB3__NG_052455.1__8	697	PHENICOL	catB3
208__catB3__NG_052485.1__9	697	PHENICOL	catB3
208__catB3__NG_052507.1__10	697	PHENICOL	catB3
208__catB3__NG_047612.1__11	697	PHENICOL	catB3
208__catB3__NG_047607.1__12	697	PHENICOL	catB3
208__catB3__NG_047611.1__13	697	PHENICOL	catB3
208__catB3__NG_052444.1__14	697	PHENICOL	catB3
208__catB3__NG_047605.1__15	697	PHENICOL	catB3
209__catB2__NG_047603.1__1	698	PHENICOL	catB2
209__catB2__NG_047602.1__2	698	PHENICOL	catB2
214__catB8__NG_047618.1__1	699	PHENICOL	catB8
214__catB8__NG_047620.1__2	699	PHENICOL	catB8
214__catB8__NG_047616.1__3	699	PHENICOL	catB8
214__catB8__NG_047615.1__4	699	PHENICOL	catB8
214__catB8__NG_052331.1__5	699	PHENICOL	catB8
214__catB8__NG_047617.1__6	699	PHENICOL	catB8
214__catB8__NG_047619.1__7	699	PHENICOL	catB8
214__catB8__NG_052509.1__8	699	PHENICOL	catB8
555__catB8k__NG_052093.1__1	699	PHENICOL	catB8
609__catB10__NG_047601.1__1	700	PHENICOL	catB10
638__catB__NG_052134.1__4	700	PHENICOL	catB10
638__catB__NG_050384.1__2	701	PHENICOL	catB
638__catB__NG_050948.1__3	701	PHENICOL	catB
346__erm33__NG_047776.1__1	702	MACROLIDE	erm33
667__ermA__NG_047790.1__3	703	MACROLIDE	ermA
210__catB1__NG_047600.1__1	704	PHENICOL	catB1
612__vatD__NG_048540.1__1	705	STREPTOGRAMIN	vatD
612__vatD__NG_048541.1__2	705	STREPTOGRAMIN	vatD
260__blaIND__NG_049235.1__13	706	BETA-LACTAM	blaIND
639__catD__NG_047622.1__1	707	PHENICOL	catD/P
647__catP__NG_047623.1__1	707	PHENICOL	catD/P
409__blaOXA__NG_049657.1__1	708	BETA-LACTAM	blaOXA
409__blaOXA__NG_049741.1__2	708	BETA-LACTAM	blaOXA
409__blaOXA__NG_049744.1__3	709	BETA-LACTAM	blaOXA
409__blaOXA__NG_049790.1__4	709	BETA-LACTAM	blaOXA
409__blaOXA__NG_049742.1__6	709	BETA-LACTAM	blaOXA
409__blaOXA__NG_049743.1__7	709	BETA-LACTAM	blaOXA
409__blaOXA__NG_049538.1__15	709	BETA-LACTAM	blaOXA
409__blaOXA__NG_049407.1__8	710	BETA-LACTAM	blaOXA
409__blaOXA__NG_049408.1__9	710	BETA-LACTAM	blaOXA
409__blaOXA__NG_049409.1__10	710	BETA-LACTAM	blaOXA
409__blaOXA__NG_049410.1__11	710	BETA-LACTAM	blaOXA
409__blaOXA__NG_049411.1__12	710	BETA-LACTAM	blaOXA
409__blaOXA__NG_049412.1__13	710	BETA-LACTAM	blaOXA
409__blaOXA__NG_049413.1__14	710	BETA-LACTAM	blaOXA
409__blaOXA__NG_049729.1__461	711	BETA-LACTAM	blaOXA
409__blaOXA__NG_049553.1__5	712	BETA-LACTAM	blaOXA
409__blaOXA__NG_051477.1__324	713	BETA-LACTAM	blaOXA
430__catA13__NG_047588.1__1	714	PHENICOL	catA13
558__vanZ-F__NG_048535.1__1	715	GLYCOPEPTIDE	vanZ-F
260__blaIND__NG_049228.1__6	716	BETA-LACTAM	blaIND
260__blaIND__NG_049232.1__10	716	BETA-LACTAM	blaIND
99__aph3-VIII__NG_047446.1__1	717	AMINOGLYCOSIDE	aph3-VIII
439__vanX-Ac1__NG_048478.1__1	718	GLYCOPEPTIDE	vanX-Ac
663__vanX-D__NG_048490.1__5	719	GLYCOPEPTIDE	vanX-D
409__blaOXA__NG_049707.1__355	720	BETA-LACTAM	blaOXA
409__blaOXA__NG_049716.1__356	720	BETA-LACTAM	blaOXA
409__blaOXA__NG_049799.1__357	720	BETA-LACTAM	blaOXA
409__blaOXA__NG_049797.1__358	720	BETA-LACTAM	blaOXA
72__vanX-Pt__NG_048497.1__2	721	GLYCOPEPTIDE	vanX-Pt
72__vanX-Pt__NG_048498.1__3	721	GLYCOPEPTIDE	vanX-Pt
129__vanX-Ao2__NG_048480.1__1	722	GLYCOPEPTIDE	vanX-Ao
131__vanX-Ao1__NG_048479.1__1	722	GLYCOPEPTIDE	vanX-Ao
268__vanX-O__NG_048496.1__1	723	GLYCOPEPTIDE	vanX-O
660__vanX-A__NG_048475.1__1	724	GLYCOPEPTIDE	vanX-A
660__vanX-A__NG_048477.1__2	724	GLYCOPEPTIDE	vanX-A
660__vanX-A__NG_048476.1__3	724	GLYCOPEPTIDE	vanX-A
661__vanX-B__NG_048485.1__1	725	GLYCOPEPTIDE	vanX-B
661__vanX-B__NG_048486.1__4	725	GLYCOPEPTIDE	vanX-B
661__vanX-B__NG_048483.1__5	725	GLYCOPEPTIDE	vanX-B
661__vanX-B__NG_048481.1__2	726	GLYCOPEPTIDE	vanX-B
661__vanX-B__NG_048482.1__3	726	GLYCOPEPTIDE	vanX-B
661__vanX-B__NG_048484.1__6	726	GLYCOPEPTIDE	vanX-B
663__vanX-D__NG_048487.1__1	727	GLYCOPEPTIDE	vanX-D
663__vanX-D__NG_048488.1__2	727	GLYCOPEPTIDE	vanX-D
663__vanX-D__NG_048489.1__3	727	GLYCOPEPTIDE	vanX-D
663__vanX-D__NG_048493.1__4	727	GLYCOPEPTIDE	vanX-D
663__vanX-D__NG_048492.1__7	727	GLYCOPEPTIDE	vanX-D
707__vanX-Sc__NG_048500.1__1	728	GLYCOPEPTIDE	vanX-Sc
260__blaIND__NG_049238.1__16	729	BETA-LACTAM	blaIND
2__aac6__NG_052294.1__33	730	AMINOGLYCOSIDE	aac6
493__vatA__NG_048537.1__1	731	STREPTOGRAMIN	vatA
345__vatB__NG_048538.1__1	732	STREPTOGRAMIN	vatB
478__vanR__NG_048409.1__15	733	GLYCOPEPTIDE	vanR
478__vanR__NG_048416.1__22	734	GLYCOPEPTIDE	vanR
657__vanX-M__NG_048495.1__1	735	GLYCOPEPTIDE	vanX-M
409__blaOXA__NG_049794.1__471	736	BETA-LACTAM	blaOXA
267__rmtG__NG_048064.1__1	737	AMINOGLYCOSIDE	rmtG
409__blaOXA__NG_049782.1__336	738	BETA-LACTAM	blaOXA
482__vanY__NG_048515.1__1	739	GLYCOPEPTIDE	vanY
59__aac2-Ib__NG_047227.1__1	740	AMINOGLYCOSIDE	aac2-Ib
530__aacA38__NG_052055.1__2	741	AMINOGLYCOSIDE	aacA38
72__vanX-Pt__NG_048499.1__1	742	GLYCOPEPTIDE	vanX-Pt
638__catB__NG_047599.1__1	743	PHENICOL	catB
253__vanXY-E__NG_048512.1__1	744	GLYCOPEPTIDE	vanXY-E
257__vanXY-L__NG_048513.1__1	745	GLYCOPEPTIDE	vanXY-L
2__aac6__NG_052380.1__1	746	AMINOGLYCOSIDE	aac6-Ip/-Iq/-Iaf
392__aac6-Iq__NG_047308.1__1	746	AMINOGLYCOSIDE	aac6-Ip/-Iq/-Iaf
393__aac6-Ip__NG_047307.2__1	746	AMINOGLYCOSIDE	aac6-Ip/-Iq/-Iaf
697__aac6-Iaf__NG_047278.1__1	746	AMINOGLYCOSIDE	aac6-Ip/-Iq/-Iaf
250__aac6-IIc__NG_052462.1__1	747	AMINOGLYCOSIDE	aac6-IIc
250__aac6-IIc__NG_047273.1__2	747	AMINOGLYCOSIDE	aac6-IIc
284__vatF__NG_048550.1__1	748	STREPTOGRAMIN	vatF
198__dfrI__NG_047757.1__1	749	TRIMETHOPRIM	dfrI
409__blaOXA__NG_049731.1__364	750	BETA-LACTAM	blaOXA
409__blaOXA__NG_049732.1__365	750	BETA-LACTAM	blaOXA
409__blaOXA__NG_049733.1__366	750	BETA-LACTAM	blaOXA
409__blaOXA__NG_049734.1__367	750	BETA-LACTAM	blaOXA
409__blaOXA__NG_049663.1__380	751	BETA-LACTAM	blaOXA
252__vanXY-C__NG_048504.1__1	752	GLYCOPEPTIDE	vanXY-C
252__vanXY-C__NG_048505.1__2	752	GLYCOPEPTIDE	vanXY-C
